mode,N,threads,run,seconds
omp_cuadrantes,180000,1,7,50.682506
omp_cuadrantes,180000,1,8,50.656571
omp_cuadrantes,180000,1,9,50.054110
omp_cuadrantes,180000,1,10,49.844671
omp_cuadrantes,180000,4,1,21.699736
omp_cuadrantes,180000,4,2,20.333783
omp_cuadrantes,180000,4,3,21.023673
omp_cuadrantes,180000,4,4,21.339855
omp_cuadrantes,180000,4,5,21.070153
omp_cuadrantes,180000,4,6,20.765287
omp_cuadrantes,180000,4,7,23.517525
omp_cuadrantes,180000,4,8,25.824973
omp_cuadrantes,180000,4,9,24.322099
omp_cuadrantes,180000,4,10,22.982935
omp_cuadrantes,180000,8,1,18.499550
omp_cuadrantes,180000,8,2,17.369682
omp_cuadrantes,180000,8,3,17.705868
omp_cuadrantes,180000,8,4,17.194660
omp_cuadrantes,180000,8,5,17.664682
omp_cuadrantes,180000,8,6,18.297181
omp_cuadrantes,180000,8,7,17.036343
omp_cuadrantes,180000,8,8,16.818008
omp_cuadrantes,180000,8,9,17.894173
omp_cuadrantes,180000,8,10,16.734552
omp_cuadrantes,180000,16,1,17.427949
omp_cuadrantes,180000,16,2,17.276375
omp_cuadrantes,180000,16,3,16.801905
omp_cuadrantes,180000,16,4,16.943061
omp_cuadrantes,180000,16,5,17.318914
omp_cuadrantes,180000,16,6,16.833398
omp_cuadrantes,180000,16,7,17.135573
omp_cuadrantes,180000,16,8,16.791462
omp_cuadrantes,180000,16,9,17.207849
omp_cuadrantes,180000,16,10,15.942566
serial,200000,1,1,57.499429
serial,200000,1,2,57.825925
serial,200000,1,3,57.547156
serial,200000,1,4,57.551933
serial,200000,1,5,57.681584
serial,200000,1,6,57.875547
serial,200000,1,7,57.921577
serial,200000,1,8,57.155438
serial,200000,1,9,57.936691
serial,200000,1,10,57.012556
omp_indivisible,200000,1,1,60.646593
omp_indivisible,200000,1,2,60.985791
omp_indivisible,200000,1,3,61.416570
omp_indivisible,200000,1,4,61.400534
omp_indivisible,200000,1,5,61.145245
omp_indivisible,200000,1,6,60.894375
omp_indivisible,200000,1,7,60.768902
omp_indivisible,200000,1,8,60.978624
omp_indivisible,200000,1,9,60.651316
omp_indivisible,200000,1,10,60.746311
omp_indivisible,200000,4,1,24.549355
omp_indivisible,200000,4,2,24.823038
omp_indivisible,200000,4,3,25.472726
omp_indivisible,200000,4,4,25.026877
omp_indivisible,200000,4,5,25.098498
omp_indivisible,200000,4,6,25.365138
omp_indivisible,200000,4,7,25.112536
omp_indivisible,200000,4,8,25.178128
omp_indivisible,200000,4,9,25.183925
omp_indivisible,200000,4,10,25.356718
omp_indivisible,200000,8,1,21.325483
omp_indivisible,200000,8,2,22.713803
omp_indivisible,200000,8,3,21.828509
omp_indivisible,200000,8,4,22.637649
omp_indivisible,200000,8,5,21.656993
omp_indivisible,200000,8,6,21.499412
omp_indivisible,200000,8,7,21.118384
omp_indivisible,200000,8,8,21.713206
omp_indivisible,200000,8,9,22.096641
omp_indivisible,200000,8,10,21.880153
omp_indivisible,200000,16,1,21.264213
omp_indivisible,200000,16,2,21.198735
omp_indivisible,200000,16,3,21.147779
omp_indivisible,200000,16,4,21.101145
omp_indivisible,200000,16,5,21.122131
omp_indivisible,200000,16,6,21.086785
omp_indivisible,200000,16,7,20.996797
omp_indivisible,200000,16,8,21.158825
omp_indivisible,200000,16,9,21.014353
omp_indivisible,200000,16,10,20.896087
omp_cuadrantes,200000,1,1,60.871263
omp_cuadrantes,200000,1,2,60.748902
omp_cuadrantes,200000,1,3,60.258359
omp_cuadrantes,200000,1,4,59.010593
omp_cuadrantes,200000,1,5,59.044623
omp_cuadrantes,200000,1,6,59.037963
omp_cuadrantes,200000,1,7,58.996669
omp_cuadrantes,200000,1,8,59.310695
omp_cuadrantes,200000,1,9,58.989728
omp_cuadrantes,200000,1,10,58.975116
omp_cuadrantes,200000,4,1,23.964645
omp_cuadrantes,200000,4,2,24.293377
omp_cuadrantes,200000,4,3,24.491636
omp_cuadrantes,200000,4,4,24.602920
omp_cuadrantes,200000,4,5,24.521904
omp_cuadrantes,200000,4,6,24.631358
omp_cuadrantes,200000,4,7,24.630088
omp_cuadrantes,200000,4,8,24.807471
omp_cuadrantes,200000,4,9,24.659630
omp_cuadrantes,200000,4,10,24.666526
omp_cuadrantes,200000,8,1,20.560245
omp_cuadrantes,200000,8,2,20.319535
omp_cuadrantes,200000,8,3,20.326955
omp_cuadrantes,200000,8,4,20.411086
omp_cuadrantes,200000,8,5,20.369650
omp_cuadrantes,200000,8,6,20.483178
omp_cuadrantes,200000,8,7,20.409931
omp_cuadrantes,200000,8,8,20.708172
omp_cuadrantes,200000,8,9,20.305766
omp_cuadrantes,200000,8,10,20.453005
omp_cuadrantes,200000,16,1,20.383694
omp_cuadrantes,200000,16,2,20.450427
omp_cuadrantes,200000,16,3,20.600480
omp_cuadrantes,200000,16,4,20.769850
omp_cuadrantes,200000,16,5,20.471667
omp_cuadrantes,200000,16,6,20.652493
omp_cuadrantes,200000,16,7,20.529816
omp_cuadrantes,200000,16,8,20.596649
omp_cuadrantes,200000,16,9,20.643071
omp_cuadrantes,200000,16,10,20.747966
serial,110005,1,1,25.913146
serial,110005,1,2,25.749792
serial,110005,1,3,26.613659
serial,110005,1,4,25.907557
serial,110005,1,5,25.699721
serial,110005,1,6,25.620374
serial,110005,1,7,25.514070
serial,110005,1,8,25.952583
serial,110005,1,9,30.462626
serial,110005,1,1,25.513326
omp_indivisible,110005,8,1,10.130175
omp_cuadrantes,110005,8,1,9.910961
serial,110005,1,1,15.743872
omp_indivisible,110005,8,1,10.269994
omp_cuadrantes,110005,8,1,11.543134
serial,110005,1,1,15.607530
omp_indivisible,110005,8,1,10.695364
omp_cuadrantes,110005,8,1,9.876842
serial,110005,1,1,15.748709
omp_indivisible,110005,8,1,9.269401
omp_cuadrantes,110005,8,1,9.524553
